Facility_Name,lat,long,level_0,State,City,Primary Restriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,accept_books,Number_of_books_accepted
Ohio State Penitentiary (OSP) ,41.111264,-80.575346,873,Ohio,Youngstown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
HMCC,61.303066,-149.579945,874,Oklahoma,Atoka,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
CCF,52.221663,-3.935688,876,Oklahoma,Cushing,,,,,3/1/10 0:00,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
William S. Key Correctional ,53.341878,-6.262647,878,Oklahoma,Fort Supply,"Send: ""c/o Chaplain, Ron Roskang""",,,,,"send: ""c/o chaplain, ron roskang""",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Tillman County Sheriff's Office,34.37795,-99.01668,879,Oklahoma,Frederick,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
OSP,54.376553,18.287587,880,Oklahoma,Granite,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
James Crabtree Correctional ,-15.925268,-5.718091,881,Oklahoma,Helena,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Great Plains Correctional ,39.416865,-101.292097,882,Oklahoma,Hinton,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Jim E. Hamilton Correctional ,34.749088,-94.635029,883,Oklahoma,Hodgen,,,Newish,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
DCCC,41.253589,-95.938688,885,Oklahoma,Hominy,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Choctaw County Jail,34.00889,-95.50921,886,Oklahoma,Hugo,,,Newish,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
McCurtain County Jail,33.8972,-94.82891,887,Oklahoma,Idabel,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Joseph Harp Correctional Center/LARC,35.027205,-97.218239,890,Oklahoma,Lexington,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
RTMU/LCC,40.352504,18.169729,891,Oklahoma,Lexington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Madill City Jail,34.088431,-96.788614,892,Oklahoma,Madill,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Oklahoma State Penitentiary (OSP) ,34.95443,-95.782787,893,Oklahoma,McAlester,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mabel Bassett Correctional ,35.444177,-97.131377,894,Oklahoma,McLoud,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Moore Jail,35.85818,-101.97234,895,Oklahoma,Moore,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Federal Transfer Center,35.391435,-97.616281,896,Oklahoma,Oklahoma City,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Oklahoma HH,41.447882,-70.605555,897,Oklahoma,Oklahoma City,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Le Flore County Jail,35.05454,-94.62417,898,Oklahoma,Poteau,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
North Fork Correctional ,35.294121,-99.612788,899,Oklahoma,Sayre,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mack Alford Correctional ,34.525144,-96.035764,900,Oklahoma,Stringtown,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Eddie Warrior Correctional Center (EWCC),35.774765,-95.54509,901,Oklahoma,Taft,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
NOCC,22.5654,113.989103,902,Oklahoma,Vinita,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Diamondback Correctional ,39.342078,-84.267482,903,Oklahoma,Watonga,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Albion ,41.878475,-80.363639,928,Pennsylvania,Albion,,,No nudity,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
Lehigh County Prison,40.615831,-75.596584,929,Pennsylvania,Allentown,Do No Send,,,,,do no send,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Benner Township 301 Inst Dr Box A,40.915216,-77.768686,930,Pennsylvania,Bellefonte,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Rockview ,40.850356,-77.776929,931,Pennsylvania,Bellefonte,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Columbia County Prison,41.003382,-76.457379,932,Pennsylvania,Bloomsburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
FCI McKean,24.047019,84.072557,933,Pennsylvania,Bradford,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Cambridge Springs ,41.797737,-80.055291,934,Pennsylvania,Cambridge Springs,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Camp Hill ,52.473047,-2.155717,935,Pennsylvania,Camp Hill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Chester ,39.850868,-75.351718,936,Pennsylvania,Chester,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Coal Township ,40.806338,-76.552384,937,Pennsylvania,Coal Township,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Phoenix,40.23108,-75.419137,938,Pennsylvania,Collegeville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Loretto,30.167923,-81.610939,939,Pennsylvania,Cresson,"Write: ""BOP APPROVED"" on package.",,No Sex,,,"write: ""bop approved"" on package.",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Dallas ,41.272938,-76.011552,940,Pennsylvania,Dallas,,No nudity,No composition books,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bucks County Correctional Facility,40.2741,-75.1303,941,Pennsylvania,Doylestown,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Northampton Co.  Prison,40.688333,-75.215911,943,Pennsylvania,Easton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cambria County Prison,40.484529,-78.701097,944,Pennsylvania,Ebensburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SCI Mahanoy (Morea Rd),40.783369,-76.23293,945,Pennsylvania,Frackville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Frackville ,40.783676,-76.2306,946,Pennsylvania,Frackville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Adams County Offices,39.828803,-77.230749,947,Pennsylvania,Gettysburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
SCI Graterford,40.22566,-75.45462,948,Pennsylvania,Graterford,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Greensburg ,40.3086,-79.548369,949,Pennsylvania,Greensburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Retreat,-42.787012,147.231294,951,Pennsylvania,Hanlon Creek,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Retreat,-42.787012,147.231294,954,Pennsylvania,Hunlock Creek,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Retreat,41.20592,-76.06604,951,Pennsylvania,Hanlon Creek,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Retreat,41.20592,-76.06604,954,Pennsylvania,Hunlock Creek,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Dauphine County Prison,40.040273,-76.292399,952,Pennsylvania,Harrisburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SCI Houtzdale ,40.812139,-78.35707,953,Pennsylvania,Houtzdale,,,No composition books,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Pine Grove,39.904493,-86.250281,957,Pennsylvania,Indiana,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Quehana Boot Camp,41.185504,-78.144458,958,Pennsylvania,Karthaus,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Lancaster Caster Prison,40.040273,-76.292399,959,Pennsylvania,Lancaster,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Fayette,39.998898,-79.986744,960,Pennsylvania,LaBelle,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
County Prison,40.040273,-76.292399,961,Pennsylvania,Lebanon,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
US Penitentiary,40.987964,-76.914961,962,Pennsylvania,Lewisburg,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Pike County Correctional Facility,41.38904,-75.071402,963,Pennsylvania,Lords Valley,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SCI Forest,41.480717,-79.097293,964,Pennsylvania,Marienville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Clinton County Correctional Facility,41.151035,-77.349739,965,Pennsylvania,Mcelhattan,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI - Mercer,41.201579,-80.224834,967,Pennsylvania,Mercer,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Schuylkill,39.02258,-81.99347,968,Pennsylvania,Minersville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,No limit on books,No limit on books
FPC Allenwood - Federal ,37.723607,-80.669576,969,Pennsylvania,Montgomery,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
CCCF,45.340988,-122.786064,970,Pennsylvania,Nesquehoning,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
CCCF,45.340988,-122.786064,991,Pennsylvania,Wilsonville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
CCCF,45.340988,-122.786064,970,Pennsylvania,Nesquehoning,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
CCCF,45.340988,-122.786064,991,Pennsylvania,Wilsonville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SCI Muncy,41.201476,-76.826144,971,Pennsylvania,Muncy,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lawrence County Correctional,40.998525,-80.339006,972,Pennsylvania,New Castle,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
FDC Philadelphia - Federal ,39.326506,-76.50693,973,Pennsylvania,Philadelphia,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MVCC,43.102743,-75.223801,974,Pennsylvania,Philipsburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Pittsburgh ,40.470422,-80.041671,975,Pennsylvania,Pittsburgh,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Crawford County Correction ,41.668168,-80.106294,976,Pennsylvania,Saegertown,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Scranton Community Corrections center (SCCC),41.411433,-75.655978,977,Pennsylvania,Scranton,"Send to: 240 Adams Ave, Scranton, PA 18503",,,Use standard invoice,,"send to: 240 adams ave, scranton, pa 18503",4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,4
Lackawanna county Jail,41.408013,-75.662202,978,Pennsylvania,Scranton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SCI Laurel Highlands ,45.091689,-70.081401,980,Pennsylvania,Somerset,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Somerset 1600 walter mill rd,36.531725,-79.390063,981,Pennsylvania, ,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Northumberland Co. Prison,40.816221,-76.681323,982,Pennsylvania,Sunbury,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
SCI Waymart ,41.574771,-75.429122,983,Pennsylvania,Waymart,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
US Penitentiary Canaan,41.56352,-75.420908,985,Pennsylvania,Waymart,,,,,Publisher Only,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SCI Greene ,39.889073,-80.124454,986,Pennsylvania,Waynesburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Allenwood - Federal Low,41.126831,-76.925544,987,Pennsylvania,White Deer,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Allenwood - Federal Medium,41.127965,-76.933243,988,Pennsylvania,White Deer,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Allenwood - Federal,41.134174,-76.923035,989,Pennsylvania,White Deer,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
TLC,32.819276,13.074096,990,Pennsylvania,Williamsport,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
York County Prison,39.987036,-76.660853,992,Pennsylvania,York,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Wyatt Detention Facility,47.838968,22.130794,993,Rhode Island,Central Falls,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cranston ,41.764195,-71.47498,994,Rhode Island,Cranston,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Aiken County Detention Center,27.247804,-98.126306,995,South Carolina,Aiken,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Anderson County Detention Center,27.247804,-98.126306,996,South Carolina,Anderson,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Barnwell Detention Center,40.032965,-75.016419,997,South Carolina,Barnwell,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Evans Correctional ,34.652561,-79.716242,998,South Carolina,Bennettsville,,                                    ,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
FCI Bennettsville,34.623999,-79.682087,999,South Carolina,Bennettsville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lee Correctional ,34.197066,-80.226468,1000,South Carolina,Bishopville,,,,No Legal Primer,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Alvin Glenn DC,29.408041,-95.244268,1002,South Carolina,Columbia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Broad River CI,3.46833,-75.60833,1003,South Carolina,Columbia,4460 Broad River Rd,,,,,4460 broad river rd,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Graham R&E (CGGCI),33.966071,-118.244657,1004,South Carolina,Columbia,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Graham Correctional,39.127029,-89.474432,1005,South Carolina,Columbia,Send to: 4450 Broad River,,,,,send to: 4450 broad river,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Kirkland Corr. Inst.,40.786714,-85.033302,1006,South Carolina,Columbia,,,,No NPRL,No Legal Primer,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Manning CI,3.46833,-75.60833,1007,South Carolina,Columbia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Edgefield,52.86535,1.11553,1008,South Carolina,Edgefield,"Add note ""Authorized Books Enclosed"" on package",,,,,"add note ""authorized books enclosed"" on package",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Tyger Correctional (TRCI),34.71151,-81.828955,1009,South Carolina,Enoree,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Allendale Correctional ,42.97225,-85.95365,1011,South Carolina,Fairfax,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Greenville County Detention Center,34.854055,-82.386539,1012,South Carolina,Greenville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Learth Correctional Institution,34.253237,-82.145703,1013,South Carolina,Greenwood,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Kershaw Correctional ,34.595895,-80.550698,1014,South Carolina,Kershaw,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
McCormick Correctional ,33.928738,-82.249589,1015,South Carolina,McCormick,"MUST include dorm & room #'s, available on SC DOC site",,,,,"must include dorm & room #'s, available on sc doc site",9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Perry Correctional ,34.659734,-82.333976,1017,South Carolina,Pelzer,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
WRCI,43.114802,-71.938414,1018,South Carolina,Rembert,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lieber Correctional ,33.084709,-80.289935,1020,South Carolina,Ridgeville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Williamsburg,36.708486,-76.238556,1021,South Carolina,Salters,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Trenton Correction ,40.220327,-74.752724,1022,South Carolina,Trenton ,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
TCI,13.058693,77.466159,1023,South Carolina,Turbeville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Livesay Correctional,34.977009,-81.986096,1024,South Carolina,Una,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
South Dakota Women's Prison,44.358028,-100.307787,1025,South Dakota,Pierre,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Jameson Annex Prison,43.569153,-96.725944,1028,South Dakota,Sioux Falls,,,,No Magazines,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,5
Sioux Falls Control Unit 5,37.980695,-90.352437,1029,South Dakota,Sioux Falls,,,,No Magazines,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,5
South Dakota State Penitentiary,43.567293,-96.725688,1030,South Dakota,Sioux Falls,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Mike Durfee State Prison ,42.861245,-97.899637,1031,South Dakota,Springfield,,,,No Magazines,,,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,10
FPC Yankton - Federal ,42.880134,-97.390222,1032,South Dakota,Yankton," Write: ""BOP APPROVED"" on package.",,,,," write: ""bop approved"" on package.",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Montgomery Co Jail,36.525922,-87.359748,1033,Tennessee,Clarksville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cookeville City Jail,36.14787,-85.50684,1034,Tennessee,Cookeville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
South Central Correctional (SCCF),-12.819233,-50.657067,1035,Tennessee,Clifton,,No composition books,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Jackson County Sheriff's Dept.,36.348727,-85.656223,1036,Tennessee,Gainesboro,"Name Only, do not list prisoner ID No.",,No Staples,,,"name only, do not list prisoner id no.",3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accept limited books,3
Trousdale Turner,34.37213,-80.072157,1037,Tennessee,Hartsville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
West Tennessee State Penitentiary (WTSP) ,35.67031,-89.746992,1038,Tennessee,Henning,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
300 Hillsboro Hwy,18.037405,-77.502783,1040,Tennessee,Manchester,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Memphis,35.155191,-89.866805,1041,Tennessee,Memphis,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FPS,51.028343,3.750378,1042,Tennessee,Memphis,,,,No Violence,No Sex,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Luttrell Correctional Center (MLCC) ,37.566652,-78.474686,1043,Tennessee,Memphis,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Memphis Correctional ,35.15592,-89.86175,1044,Tennessee,Memphis,,,No Violence,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Shelby County/ Luttrell,35.192547,-89.868261,1045,Tennessee,Memphis,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Northeast Correctional Complex (NECX) ,36.447863,-81.885167,1046,Tennessee,Mountain City,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Rutherford County Jail,35.830733,-86.411472,1047,Tennessee,Murfreesboro,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Tennessee Prison For Women TPW (DKJRC) 3881 Stewarts Lane,36.16764,-86.74865,1049,Tennessee,Nashville,,,"No Blank Journals, No Sex",,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Nash CI,36.236907,-86.834683,1050,Tennessee,Nashville,,,,"Max 8.5""x11x2""",,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
Turney Center Industrial Prison (TCIP) / Annex,10.144565,77.127757,1051,Tennessee,Only,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Fayette Co Detention Ctr,33.442588,-84.45125,1054,Tennessee,Somerville,,,No Sex,No Gangs,No tape on books,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Northwest Correctional Complex (NWCX) ,36.421099,-89.454671,1055,Tennessee,Tiptonville,,No Sex,No Electrical Books,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCCC,38.936386,-80.834636,1056,Tennessee,Wartburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
