FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,color_v2,,
Luther Luckett Correctional Complex,38.4124,-85.42542,451,Kentucky,LaGrange,Must Call to Verify Book Picks,,,,,must call to verify book picks,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Grayson County Detention Center,37.489499,-86.270065,452,Kentucky,Leitchfield,,,No magazines,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Federal Medical Center,6.48398,3.380648,453,Kentucky,Lexington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Calloway County Jail,36.625056,-88.272195,454,Kentucky,Murray,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
KCIW,33.98253,-112.739622,455,Kentucky,Pewee Valley,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
USP - McCreary,36.688456,-84.387193,456,Kentucky,Pine Knot,"Write: ""AUTHORIZED
 READING MATERIAL""
 on package.",,"White paper wrap only, no labels or stickers",,"Hand letter address and return address, blue or black ink only","write: ""authorized
 reading material""
 on package.",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
DCDC,51.602415,-1.639731,457,Kentucky,Sparta,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
LSCC,38.133896,-83.080507,458,Kentucky,Sandy Hook,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
SSCC,-25.275375,-57.5596,460,Kentucky,Wheelwright,,,,"No Free Books, Prisoners must purchase",,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Eastern KY CC,44.7683,-85.584464,461,Kentucky,West Liberty,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
RCC,33.916958,-117.568809,462,Louisiana,Angie,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
LA State Prison,9.255596,29.795189,463,Louisiana,Angola," Write: ""FREE BOOKS"" on package.",,No Sex,No Maps,," write: ""free books"" on package.",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Louisiana Correctional Facility ,39.433258,-91.070236,464,Louisiana,Basile,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
East Baton Rouge Parish Prison,30.542141,-91.095604,465,Louisiana,Baton Rouge,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
LA Dept Correction,42.129289,-71.484233,466,Louisiana,Baton Rouge,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Caldwell Parish Jail,32.093251,-92.143254,467,Louisiana,Columbia,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
AVC,38.524096,-122.798061,468,Louisiana,Cottonport,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
St. Tammany Parish Jail,30.408462,-89.990962,469,Louisiana,Covington,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
River Correctional Center,37.566652,-78.474686,470,Louisiana,Ferriday,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Caldwell Correctional Center,37.566652,-78.474686,471,Louisiana,Grayson,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Jefferson Parish CC,29.553241,-90.074606,472,Louisiana,Gretna,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
DWCC,12.961223,77.640375,473,Louisiana,Homer,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
DCI,44.554064,6.260153,474,Louisiana,Jackson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jackson Parish Correctional Center,30.56197,-92.79012,475,Louisiana,Jonesboro,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Catahoula CC,31.759005,-91.863752,476,Louisiana,Harrisonburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Allen Correctional Center,37.566652,-78.474686,477,Louisiana,Kinder,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lafayette Parish Correctional Center,30.56197,-92.79012,478,Louisiana,Lafayette,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Calcasiew Corr. Center,-33.756211,150.737685,479,Louisiana,Lake Charles,"Write 
""FREE BOOKS"" 
on package",,,No Sex,No Violence,"write 
""free books"" 
on package",9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Riverbend Detention Center,14.905786,105.0696,480,Louisiana,Lake Providence,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Ouachita PCC,32.443382,-92.159758,483,Louisiana,Monroe,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Richwood Correctional Center,37.566652,-78.474686,484,Louisiana,Monroe,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
JB Evans Correctional ,17.066565,-96.7213,485,Louisiana,Newellton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
LaSalle Corr. Inst.,42.693719,-73.684454,486,Louisiana,Olla,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bossier Max Security,32.670452,-93.600589,487,Louisiana,Plain Dealing,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
PPDC,47.153537,-1.504684,488,Louisiana,Pointe a-la-Hache,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
USP Pollock,31.469033,-92.438498,489,Louisiana,Pollock,"Letter must include mail room approval form for max 5 book, max 3 pound package, include copy of form in pkg",,"No labels, hand letter return address","No manila envelopes, white only",No odor/fragrance on correspondance,"letter must include mail room approval form for max 5 book, max 3 pound package, include copy of form in pkg",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Richland Parish Detention Center,32.447403,-91.767978,490,Louisiana,Rayville,,,,,,,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Richwod CC,52.277821,8.024881,491,Louisiana,Richwood,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
CADDO Correctional ,32.570105,-93.90208,492,Louisiana,Shreveport,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Hancock SP,-22.154376,-48.428808,493,Louisiana,Sparta,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Elayn Hunt Correctional,30.264222,-91.085431,495,Louisiana,St Gabriel,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
LCIW,34.253237,-82.145703,496,Louisiana,St Gabriel,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Parish Prison,29.96159,-90.09162,497,Louisiana,St. Tamany,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Madison Parish Detention,32.382959,-91.26846,498,Louisiana,Tallulah,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Tensas Parish Detention Center,31.808681,-91.396953,499,Louisiana,Waterproof,,,No sex,No violence,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Winnfield Correctional ,31.921841,-92.642093,500,Louisiana,Winnfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
York County,44.00011,-79.46632,501,Maine,Alfred,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Mountain CF,17.08333,121.16667,502,Maine,Charleston,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Piscataquis County Jail,45.183111,-69.224767,503,Maine,Dover-Foxcroft,,No ID# is okay,,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Maine State Prison,44.065532,-69.230603,504,Maine,Warren,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Maine Correctional ,42.030806,-87.864294,505,Maine,Windham,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
FCI Cumberland,24.047019,84.072557,506,Maryland,Cumberland,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
North Branch Correctional Institution (NBCI),45.513804,-92.960121,507,Maryland,Cumberland,,,,Plastic envelopes OK,,,9999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Western Correctional Institution (WCI)              13800 McMullen Hwy,39.609274,-78.813902,508,Maryland,Cumberland,,,,Plastic envelopes OK,,,9999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCI,47.269275,11.398677,509,Maryland,Hagerstown,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
RCI,39.932687,-86.234833,510,Maryland,Hagerstown ,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jessup,31.599139,-81.889769,511,Maryland,Jessup,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Eastern CI,-36.075643,146.942185,512,Maryland,Westover,,,New hardcover okay,"No Highlighter, Under lining okay",,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Prince George's,53.919306,-122.787495,513,Maryland,Upper Marlboro,no white envelopes,,,,,no white envelopes,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Federal Medical Center (FMC),6.48398,3.380648,514,Massachusetts,Ayer,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Billerica HOC,42.559372,-71.268269,515,Massachusetts,Billerica,,,,,Internet Orders Only,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
South Bay House of Corrections,-42.422765,173.682273,516,Massachusetts,Boston,,,No Notebooks,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Suffolk House of Corrections, 200 Nashua St",42.36721,-71.06626,517,Massachusetts,Boston,,,,,,,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,orange,"""orange""","""orange"""
Barnstable County C.F.,6.986429,21.668827,518,Massachusetts,Bourne,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bridgewater State,40.60079,-74.64815,519,Massachusetts,Bridgewater,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCI - Concord,42.464597,-71.396117,520,Massachusetts,Concord,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Norfolk County House of Corrections,42.332922,-71.070939,521,Massachusetts,Dedham,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
SMCC (South Middlesex),42.265344,-71.405927,522,Massachusetts,Framingham,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCI - Framingham,42.269069,-71.407553,523,Massachusetts,Framingham,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
North Central Correctional (NCCI),39.986877,-75.164898,524,Massachusetts,Gardner,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hampden Correctional CC,42.203102,-72.51261,525,Massachusetts,Ludlow,"MUST CALL TO VERIFY, NO PUBLIC DATABASE",,,"Verify w/ Renee in mailroom 413-547-8000 ext-2196, 3-17-21 mike",Updated w/Admin. Office 3-17-21 mike,"must call to verify, no public database",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,orange,"""orange""","""orange"""
Essex County Sheriff's Office,37.929258,-76.85678,526,Massachusetts,Middleton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Bristol County Sheriff's Office,41.66552,-70.99562,527,Massachusetts,New Bedford,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
MCI - Norfolk,42.117523,-71.304769,528,Massachusetts,Norfolk,,,,,"Used books returned, spoke w/mail rm, new only, 3-8-21 mike",,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Bristol County Jail ,41.669478,-71.275059,529,Massachusetts,North Dartmouth,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Hampshire County Jail,42.30779,-72.6591,530,Massachusetts,North Hampton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Berkshire County Correctional ,42.331566,-73.234284,531,Massachusetts,Pittsfield,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Plymouth County House of Corrections,42.332922,-71.070939,532,Massachusetts,Plymouth,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
MCI - Plymouth,41.946026,-70.947201,533,Massachusetts,S. Carver,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCI - Cedar Junction,42.105717,-71.287603,534,Massachusetts,S. Walpole,,,,,"Used books returned, spoke w/mail rm, new only, 3-8-21 mike",,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
"MCI Shirley, P.O. Box 8000",42.526814,-71.653365,535,Massachusetts,Shirley,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Souza-Baranowski Correctional (SBCC),42.523502,-71.648334,536,Massachusetts,Shirley,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Worcester County Jail & House of Corrections,38.16994,-75.37578,537,Massachusetts,West Boylston,,,,No used Books,Updated w/mail room 10-15-21 mike,,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,orange,"""orange""","""orange"""
Northeastern Correctional (NECC),42.471407,-71.395926,538,Massachusetts,West Concord,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Westborough State Hospital,42.3012,-71.60802,539,Massachusetts,Westborough,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Prairie Correctional ,32.529718,106.802874,540,Minnesota,Appleton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCF - Stillwater ,38.418071,141.332765,541,Minnesota,Bayport,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
FPC Duluth - Federal ,7.312017,13.598974,542,Minnesota,Duluth,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCF - Faribault ,38.418071,141.332765,543,Minnesota,Faribault,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lino Lakes,45.153528,-93.107605,544,Minnesota,Lino Lakes,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
MCF - Rush City ,38.418071,141.332765,546,Minnesota,Rush City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI Sandstone - Federal ,24.047019,84.072557,547,Minnesota,Sandstone," Write: ""AUTHORIZED READING MATERIAL"" on package.",,,,," write: ""authorized reading material"" on package.",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Minnesota Correctional Facility,46.63636,-94.579641,548,Minnesota,Shakopee,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCF - St. Cloud,47.562013,14.18102,549,Minnesota,St. Cloud,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
MCF - Oak Park Heights ,45.025415,-92.800627,550,Minnesota,Stillwater,,No Magazines,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI Waseca - Federal ,44.083002,-93.505045,551,Minnesota,Waseca,,,,,Updated 1-24-22 mike,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,orange,"""orange""","""orange"""
Rankin County Jail,32.250684,-89.940861,552,Mississippi,Brandon,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Northern Mississippi Satellite Facility,54.5,-6.5,553,Mississippi,Bythalia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Leake County Correctional ,32.753707,-89.524063,554,Mississippi,Carthage,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Cleveland,41.496551,-81.65133,555,Mississippi,Cleveland,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Marion / Walthall Correctional ,40.600551,-83.131197,556,Mississippi,Columbia,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jefferson / Franklin County Correctional ,38.571057,-92.241927,559,Mississippi,Fayette,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Delta Correctional,5.448632,5.771322,561,Mississippi,Greenwood,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Grenada County Jail,33.787168,-89.833519,562,Mississippi,Grenada,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Harrison County Adult Detention Center,31.629089,-89.182014,563,Mississippi,Gulfport,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Chickasaw County RCF,33.941568,-88.952347,565,Mississippi,Houston,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Attala County Jail,33.108169,-89.581571,566,Mississippi,Kosciusko,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
LCF,44.973941,-93.218422,567,Mississippi,Lansing,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Mississippi Correctional (SMCI),-12.819233,-50.657067,568,Mississippi,Leakesville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
WCCRCF (Winston County),34.148336,-87.373721,570,Mississippi,Louisville,send to 22062 Hwy 25 North,,,,updated address 8/14/20 mike,send to 22062 hwy 25 north,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
GCR Correctional Facility ,40.797814,-73.950594,571,Mississippi,Lucedale,,Send c/o Chaplain,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Issaquena County Correctional ,32.90009,-91.04881,572,Mississippi,Mayersville,,,,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
East Mississippi Correctional ,36.77943,-89.381681,573,Mississippi,Meridian,,,No Electrical/Wiring books,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Central Mississippi Correctional ,-0.652954,36.91156,575,Mississippi,Pearl,,,No elastic bands - - Use clear envelopes only,"No Legal, No Medical, No How-to-books",No Violence,,9999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Tallahatchie County Correctional ,34.02704,-90.44593,578,Mississippi,Tutwiler,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Carroll / Montgomery Correctional CMRCF,39.341364,-94.728018,579,Mississippi,Vaiden,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Carroll / Montgomery Correctional CMRCF,39.341364,-94.728018,579,Mississippi,Vaiden,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
County Regional Correctional (SCRCF),33.769076,-90.805241,582,Mississippi,Wiggins,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Wilkinson County Correctional ,31.177904,-91.287551,583,Mississippi,Woodville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
USP Yazoo City,32.880387,-90.400483,584,Mississippi,Yazoo City,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI - Yazoo City,32.880387,-90.400483,585,Mississippi,Yazoo City,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Yazoo County CF,6.986429,21.668827,586,Mississippi,Yazoo City,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Eastern Reception, Diagnostic & Correction ",-32.19228,26.501313,587,Missouri,Bonne Terre,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Booneville Corr Ctr,-33.756211,150.737685,588,Missouri,Booneville,,,,,They don't take from used bookstores,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Northeast Correctional ,47.058451,-122.884834,589,Missouri,Bowling Green,,,no bubble wrap,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Cross Roads Correctional ,17.99454,-76.7881,590,Missouri,Cameron,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Western Missouri Corrections Center,38.765653,-93.722178,591,Missouri,Cameron,,,,,"No composition books, 8-23-21 mike",,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
South East Correctional ,-24.929196,25.73749,592,Missouri,Charleston,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Chillicothe Correctional ,39.793307,-93.553298,593,Missouri,Chillicothe,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bates County Jail,38.256818,-94.332598,594,Missouri,Clinton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Farmington Correctional ,42.498741,-83.377923,595,Missouri,Farmington,,"no murder, no sexually
explicit","No Laurell Hamilton
books",,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
TCCC,-23.365133,-51.898532,596,Missouri,Forsyth,,,,No Sex,No Violence,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Fulton State Hospital,38.84705,-91.93778,597,Missouri,Fulton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Texas County Jail,36.66851,-101.48075,598,Missouri,Houston,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Algoa Correctional ,29.40246,-95.16938,599,Missouri,Jefferson City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jefferson City Correctional,46.384947,-112.030477,600,Missouri,Jefferson City,,,no Laurell Hamilton,"no sex,no violence",,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Central Correctional ,-12.819233,-50.657067,601,Missouri,Licking,,,,"""No Books Are Allowed""",,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Maryville Treatment Center,40.346966,-94.813873,602,Missouri,Maryville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Potosi Correctional ,22.14266,-100.983018,603,Missouri,Mineral Point,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Moberly Corr. Ctr,39.362262,-92.440614,604,Missouri,Moberly,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
MO Eastern Correctional,14.944283,108.886967,605,Missouri,Pacific,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Medical Center for Federal Prisoners,37.17758,-93.32373,606,Missouri,Springfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
